Compte ,Client ,Secteurs Statistique,Catégorie,Secteurs clients,Consolidation Client,Gouvernorat
393610,"SOCIETE HANNIBAL DE COMMERCE (SOHACOM) AV,HABIB BUORGUIBA MENZEL ENNOUR",DEPOSITAIRES,DEPOSITAIRES,DEPOSITAIRES,SOCIETE HANNIBAL DE COMMERCE (SOHACOM),MONASTIR
393650,DOMAINE DES OLIVIERS 8.RUE D'ANGOLA TUNIS,DIVERS GAZ,DIVERS GAZ,DIVERS GAZ,DOMAINE DES OLIVIERS,TUNIS
393660,GOLF BEACH HOTEL AGHIR ZONE TOURESTIQUE DJERBA,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTEL GOLF BEACH,MEDENINE
393680,ALI ZAABOUTI ECHABIBA GAFSA NORD,DEPOSITAIRES,DEPOSITAIRES,DEPOSITAIRES,ALI ZAABOUTI,GAFSA
393690,SOCIETE S.T.M SIDI THABET BORJ EL KHOUJA SIDI THABET ARIANA,INDUSTRIEL GAZ,INDUSTRIEL GAZ,INDUSTRIEL GAZ,SOCIETE S.T.M SIDI THABET,ARIANA
393710,HAMADI BEN BRAHIM RIAHI AV HABIB BOURGUIBA GOUBELLAT,DEPOSITAIRES,DEPOSITAIRES,DEPOSITAIRES,HAMADI RIAHI,BEJA
393720,HOTEL KSAR ROUGE ZONE TOURESTIQUE TOZEUR,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTEL KSAR ROUGE,TOZEUR
393740,HAMMADI M'HAT MENZEL HAMZA - BOUMARDES (GOUVERN DE MAHDIA,DEPOSITAIRES,DEPOSITAIRES,DEPOSITAIRES,HAMMADI M'HAT,MAHDIA
393760,SOCIETE RIAHI ET FILS AVENUE HABIB BOURGUIBA TEBOULBA MONASTIR,DEPOSITAIRES,DEPOSITAIRES,DEPOSITAIRES,SOCIETE RIAHI ET FILS,MONASTIR
393770,SOCIETE IMEN ROBB Z.INDUSTRIELLE RTE DE TOZEUR KEBILI B.P72,INDUSTRIEL GAZ,INDUSTRIEL GAZ,INDUSTRIEL GAZ,SOCIETE IMEN ROBB,KEBILI
393780,MANUFACTURE DE TOLE FINE ET D'EMBALLAGE METALLIQUE Z.INDUSTRIELLE ARIANA B.P 303 TUNIS,INDUSTRIEL GAZ,INDUSTRIEL GAZ,INDUSTRIEL GAZ,MANUFACTURE DE TOLE FINE ET D'EMBALLAGE METALLIQUE,BIZERTE
393800,VINCCI MEDITERRANEE HELIOS BEACH HOTEL Z.T DJERBA ZONE TOURISTIQUE MIDOUNE DJERBA,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTEL VINCCI MEDITERRANEE HELIOS BEACH,MEDENINE
393840,51 REGIMENT ANTI BAERIEN ORDINAIRE TROUPE MENZEL BOURGUIBA,ARMEE GAZ,ADMINISTRATION,MIN.DEF.NAT.,51 REGIMENT ANTI BAERIEN ORDINAIRE TROUPE MENZEL BOURGUIBA,BIZERTE
393880,SLAHEDDINE AYACHI ZONE INDUSTRIELLE LE KEF,DEPOSITAIRES,DEPOSITAIRES,DEPOSITAIRES,SLAHEDDINE AYACHI,LE KEF
393900,ROYAL FIRST HOTELS ZONE TOURISTIQUE MIDOUNE DJERBA,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS ROYAL FIRST,MEDENINE
393910,MONCEF MAROUANI S/S AGIL Z.I CITE ENNOUZHA GAAFOUR SILIANA,DEPOSITAIRES,DEPOSITAIRES,DEPOSITAIRES,MONCEF MAROUANI,SILIANA
393930,SOCIETE EL HOUMA KM.7 ROUTE HOUMET SOUK MIDOUN DJERBA,GPL C,GPL C,GPL C,HOUMT SOUK,MEDENINE
394041,STE DHOUHA RTE BIERTE KM 3.5 EL M'NIHLA,DEPOSITAIRES,DEPOSITAIRES,DEPOSITAIRES,SOCIETE DHOUHA,ARIANA
394042,STE DHOUHA RTE BIERTE KM 3.5 EL M'NIHLA,DEPOSITAIRES,DEPOSITAIRES,DEPOSITAIRES,SOCIETE DHOUHA,ARIANA
