Compte ,Client ,Secteurs clients,Consolidation Client,AME
240061,SOCIETE SOPEM SUD S.A ROUTE RAS JDIR KM3 BEN GUERDANE,INDUSTRIE,SOCIETE SOPEM SUD,AUTRES INDUSTRIES ALIMENTAIRES
240091,THOR J.M.S SARL CITE ERRIADH GROMBALIA,INDUSTRIE,THOR J.M.S SARL,"SIDER.METALLUR.DES NON FERREUX,FONDERIE"
240171,ZANZANI TUNISIE SARL RUE DE LAC D'ANNECY LES BERGES DU LAC,INDUSTRIE,ZANZANI TUNISIE SARL,INDUSTRIE DU CUIVRE ET DE LA CHAUSSURE
240181,STE EL MANAR CHIMIE ZI ZAOUIET EL GHACHEM KALAA SGHIRA,INDUSTRIE,STE EL MANAR CHIMIE,COMMERCE
240201,SOCIETE SARRY ZI DJEBEL EL OUEST,INDUSTRIE,SOCIETE SARRY,AUTRES INDUSTRIES MECANIQUES + ELECTRIQUES
240231,SOCIETE HAYET ZAGHOUAN IBN HAMDISS 09 EL MENZAH 1,INDUSTRIE,SOCIETE HAYET ZAGHOUAN IBN HAMDISS,CONSERVERIES
240241,CHOMRAT TUNISIE ZI GROMBALIA,INDUSTRIE,CHOMRAT TUNISIE,AUTRES INDUSTRIES TEXTILES
240241,CHOMRAT TUNISIE RENFORT S.A ZI GROMBALIA,INDUSTRIE,CHOMRAT TUNISIE,AUTRES INDUSTRIES TEXTILES
240311,H.C.I FABRICATION DE PEINTURES BV ENVIRONNEMENT BP 80 MENZEL CHAKER DFAX,INDUSTRIE,H.C.I FABRICATION DE PEINTURES,AUTRES INDUSTRIES DIVERSES
240331,SOCIETE MED WOODS S.A GP1 KM 12 EZZAHRA,INDUSTRIE,SOCIETE MED WOODS S.A ,AUTRES INDUSTRIES DIVERSES
240341,SOCIETE BOISSONS DU CAP BON S.A KM 1 ROUTE MENZEL BOUZELFA,INDUSTRIE,SOCIETE BOISSONS DU CAP BON,"INDUSTRIES SUCRE,CONFISERIE,CHOCOLATERIE"
240351,SOCIETE D'EQUIPEMENT SARL ROUTE DE SOUSSE KM 12 BOUMHAL,INDUSTRIE,SOCIETE D'EQUIPEMENT SARL,AUTRES INDUSTRIES DIVERSES
240451,BRIQUETTERIE BIR M'CHARGUA B.B.M GP1 KM 12 BOUMHELL,INDUSTRIE,BRIQUETTERIE BIR M'CHARGUA,EXTRACT.ET FACONNAGE DES PROD.CARRIERES
240461,SOCIETE ITAC ZONE INDUSTRIELLE HERGLA,INDUSTRIE,SOCIETE ITAC,AUTRES INDUSTRIES DIVERSES
240501,LA TUNISIENNE DE TRANSFORMATION CHIMIQUE T . T . C CITE EL KHALIJ BOUMHEL EL BASSATINE,INDUSTRIE,LA TUNISIENNE DE TRANSFORMATION CHIMIQUE T . T . C,COMMERCE
240531,SOCIETE HSSAIEN JOMAA ROUTE SIDI MANSOUR KM8 SFAX,INDUSTRIE,SOCIETE HSSAIEN JOMAA,COMMERCE
240541,STE MAGHREBINE DE PRODUIT CERAMIQUE S.M.P.C ROUTE AIN TEBOURNOUK GROMBALIA,INDUSTRIE,STE MAGHREBINE DE PRODUIT CERAMIQUE S.M.P.C,INDUSTRIE DE LA CERAMIQUE
240551,SOCIETE DES BITUMES DE SIDI BOUZID AVENUE HEDI NOUIRA ZONE PORTUAIRE SOUSSE,INDUSTRIE,SOCIETE DES BITUMES DE SIDI BOUZID,BATIMENT ET TRAVAUX PUBLICS
240561,ECOTEX INDUSTRIE RUE N 23 PHYSIQUE ZI BEN AROUS,INDUSTRIE,ECOTEX INDUSTRIE,AUTRES INDUSTRIES TEXTILES
240571,LES GRANDES CARRIERES DU SAHEL RUE N 044 DE CORDUE EL MANAR I,INDUSTRIE,LES GRANDES CARRIERES DU SAHEL,EXTRACT.ET FACONNAGE DES PROD.CARRIERES
240591,SOFIMA FILTRES ZI BIR EL KASSAA II EL MOUROUJ,INDUSTRIE,SOFIMA FILTRES,AUTRES INDUSTRIES DIVERSES
240631,SOCIETE MAGMET ROUTE DE SOUSSE KM 25 FONDOUK JEDID,INDUSTRIE,SOCIETE MAGMET,AUTRES INDUSTRIES MECANIQUES + ELECTRIQUES
240641,SOCIETE TUNISIENNE DES INDUSTRIES DU PLASTIQUES ZI BEJA ROUTE AMDOUN,INDUSTRIE,SOCIETE TUNISIENNE DES INDUSTRIES DU PLASTIQUES,FABRI.DE PRODUIT EN MATIERE PLASTIQUE
240791,C . E . G . E . T 42 RUE EL JAZIRA TUNIS,INDUSTRIE,C . E . G . E . T,PRODUCTION ET DISTRIBUTION D'EAU
240801,SOCIETE TUNIMA SOUTE EL ALIA EL KHETMINE,INDUSTRIE,SOCIETE TUNIMA SOUTE,INDUSTRIE DU CUIVRE ET DE LA CHAUSSURE
240811,SOCIETE PRESTIGE ZONE INDUSTRIELLE EL KRAM,INDUSTRIE,SOCIETE PRESTIGE,AUTRES INDUSTRIES DIVERSES
240831,SOCIETE HYDRAULIQUE MECANIQUE SERVICES RUE MAHMOUD BAYEREM BOUMHEL,INDUSTRIE,SOCIETE HYDRAULIQUE MECANIQUE SERVICES,AUTRES INDUSTRIES DIVERSES
240841,ABIDI MAINTENANCE GENERALE ZONE INDUSTRIELLE ROUTE JENDOUBA,INDUSTRIE,ABIDI MAINTENANCE GENERALE,AUTRES INDUSTRIES DIVERSES
240861,SIDENOR ZI BIR M'CHARGUA RTE CIMENTERIE,INDUSTRIE,SIDENOR,"SIDER.METALLUR.DES NON FERREUX,FONDERIE"
240871,DAR EL MAAREF ZI ROUTE AKOUDA KM 131 TUNIS,INDUSTRIE,DAR EL MAAREF,FAB.DU PAPIER DE L'IMPRIMERIE ET EDITION
240881,SOCIETE CHARIORT MOTEURS SERVICES C.M.S SIDI SALAH CHOTRANA SOUKRA 1,INDUSTRIE,SOCIETE CHARIORT MOTEURS SERVICES C.M.S,AUTRES INDUSTRIES MECANIQUES + ELECTRIQUES
240891,W . MAGIC PARC ACTIVITE ECONOMIQUE ZC BIZERTE,INDUSTRIE,W . MAGIC PARC ACTIVITE ECONOMIQUE,AUTRES INDUSTRIES DIVERSES
240901,AMINE B MONGI DRIDI SALLE DE LAVAGE JENDOUBA ROUTE DE TUNIS CHOFRA 1 JENDOUBA,INDUSTRIE,AMINE B MONGI DRIDI SALLE DE LAVAGE,COMMERCE
240931,SOCIETE EMBALLAGE METALLIQUE ET PLASTIQUE E.M.P 20 RUE TAIEB M'HIRI MEGRINE,INDUSTRIE,SOCIETE EMBALLAGE METALLIQUE ET PLASTIQUE E.M.P,FABRI.DE PRODUIT EN MATIERE PLASTIQUE
241011,ASTRAL SFAX ROUTE DE GABES,INDUSTRIE,ASTRAL,AUTRES INDUSTRIES DIVERSES
241011,ASTRAL SFAX RUE DE LA CHIMIE ZI SIDI RZIG MEGRINE BEN AROUS,INDUSTRIE,ASTRAL,AUTRES INDUSTRIES DIVERSES
241061,ULYSSE PETROLEUM ENGINEERING RUE N4 LAC MALAREN BERGES DU LAC PLAIS GOLF,INDUSTRIE,ULYSSE PETROLEUM ENGINEERING,"ACTIVITES CONSEIL,REPARATION ET ENTRETIEN"
241081,SOCIETE AGRICHIMIE ZONE INDUSTRIEELE TAZARKA,INDUSTRIE,SOCIETE AGRICHIMIE,AUTRES INDUSTRIES DIVERSES
241091,SOCIETE UNIVELEC 015 ALI EL OUERDANI AKOUDA,INDUSTRIE,SOCIETE UNIVELEC,BATIMENT ET TRAVAUX PUBLICS
241111,M . J . M DECOLLETAGE ROUTE AEOROPORT KM 5 SFAX,INDUSTRIE,M . J . M DECOLLETAGE,"SIDER.METALLUR.DES NON FERREUX,FONDERIE"
241121,SOCIETE TUNISIENNE INDU CHIMIQUES S.T.I.C ROUTE BENI KHALLED KM6,INDUSTRIE,SOCIETE TUNISIENNE INDU CHIMIQUES S.T.I.C,AUTRES INDUSTRIES DIVERSES
241131,SOCIETE DE CABLERIES ACCESSOIRES ET TRANSMISSIONS S.C.A.T ROUTE DE TUNIS KM6 SOLIMAN,INDUSTRIE,SOCIETE DE CABLERIES ACCESSOIRES ET TRANSMISSIONS,AUTRES INDUSTRIES MECANIQUES + ELECTRIQUES
241141,SOCIETE ZID EL FOUDAILI ET CIE TATAOUINE LA REPUBLIQUE GHOMRASSEN,INDUSTRIE,SOCIETE ZID EL FOUDAILI ET CIE,CONSERVERIES
241161,SOCIETE DE VERRE KHOUJA RUE N6 ALI BEN GHEDHAHEM MORNAG,INDUSTRIE,SOCIETE DE VERRE KHOUJA,INDUSTRIES DU VERRE
241171,MED OIL CAMPANY ROUTE N1 KM 12 EZZAHRA,INDUSTRIE,MED OIL CAMPANY,FABRICATION D'HUILE ET DES CORPS GRAS
241181,SOCIETE GALION S.A ZONE INDU CHEBEDDA NAASSEN BEN AROUS,INDUSTRIE,SOCIETE GALION S.A,FABRI.DE PRODUIT EN MATIERE PLASTIQUE
241211,GRANULATS JEBEL EL OUEST RUE N9 TOURANE CITE JARDINS TUNIS,INDUSTRIE,GRANULATS JEBEL EL OUEST,EXTRACT.ET FACONNAGE DES PROD.CARRIERES
241231,SOCIETE GLE AMENG TRVX EAUX HYDR JIANGXI 018 4603 CITE ESSAHA BORK LOUZIR ARIANA,INDUSTRIE,SOCIETE GLE AMENG TRVX EAUX HYDR JIANGXI,PRODUCTION ET DISTRIBUTION D'EAU
241330,TELETEC CATERING ROUTE GABES KM 10 THYNA,INDUSTRIE,TELETEC CATERING,AUTRES INDUSTRIES ALIMENTAIRES
241340,"TUNISIAN INDIAN FERTILIZERS ""TIFERT"" SKHIRA",INDUSTRIE,"TUNISIAN INDIAN FERTILIZERS ""TIFERT""",FABRICATION D'ENGRAIE HEXENORE DRT TIMBRE
241360,VERRERIE DE NAASSEN S.A. BP 11 Z.I. CHEBEDDA,INDUSTRIE,VERRERIE DE NAASSEN,INDUSTRIES DU VERRE
241390,SOCIETE DEMCO ZONE INDUSTRIELLE MOKNINE,INDUSTRIE,SOCIETE DEMCOINTER,FILATURE ET TISSAGE
241390,SOCIETE DEMCOINTER ZONE INDUSTRIELLE MOKNINE,INDUSTRIE,SOCIETE DEMCOINTER,FILATURE ET TISSAGE
241410,SOCIETE AGROMED ROUTE MAHDIA KM 27 BP 34 EL AMRA -SFAX-,INDUSTRIE,SOCIETE AGROMED,AUTRES INDUSTRIES ALIMENTAIRES
241440,LE BETON DU SAHEL Z.I.RTE EL JEM - KSOUR ESSAF -,INDUSTRIE,LE BETON DU SAHEL,IND.DU CIMEMT ET OUVRAGE EN CIMENT
241511,SOCIETE EXO7 RUE LA POSTE SAHLOUL 3 SOUSSE,INDUSTRIE,SOCIETE EXO,COMMERCE
241551,SOCIETE DE TREFILAGE ET METAL DU NORD ZI GROMBALIA GP1 KM 36 ROUTE DE SOUSSE,INDUSTRIE,SOCIETE DE TREFILAGE ET METAL DU NORD,COMMERCE
242210,STE SYPHAX BETON,INDUSTRIE,STE SYPHAX BETON,BATIMENT ET TRAVAUX PUBLICS
242350,SOCIETE CHAABANE ET CIE ROUTE DE L'AEROPORT KM 1 SFAX,INDUSTRIE,SOCIETE CHAABANE ET CIE,BATIMENT ET TRAVAUX PUBLICS
242440,"SOCOMENIN INDUSTRIAL CONSTRUCTION ""SIC"" AV MED KHAFACHA SFAX",INDUSTRIE,SOCOMENIN,AUTRES INDUSTRIES MECANIQUES + ELECTRIQUES
242690,SOCIETE DENIM AUTHORITY BOULEVARD DE L'ENVIRONNEMENT RAS JEBEL,INDUSTRIE,SOCIETE DENIM AUTHORITY,AUTRES INDUSTRIES TEXTILES
242710,STE IDET,INDUSTRIE,STE IDET,COMMERCE
242730,SOBATRAP RUE MONGI SLIM KEBILI,INDUSTRIE,SOBATRAP,BATIMENT ET TRAVAUX PUBLICS
242740,SOCIETE DIAMOND,INDUSTRIE,SOCIETE DIAMOND,AUTRES INDUSTRIES TEXTILES
242760,SOCIETE AGRI BUSINESS COMPANY ABCO,INDUSTRIE,SOCIETE AGRI BUSINESS COMPANY ABCO,CONSERVERIES
242770,STE MINIERE ET SEDERURGIQUE TUNIS,INDUSTRIE,STE MINIERE ET SEDERURGIQUE TUNIS,BATIMENT ET TRAVAUX PUBLICS
242780,SOCIETE S M D PRESTIGE,INDUSTRIE,SOCIETE S M D PRESTIGE,FILATURE ET TISSAGE
242830,AFRICA WOOD,INDUSTRIE,AFRICA WOOD,COMMERCE
242860,COMMON FIBRE INTERNATIONALE,INDUSTRIE,COMMON FIBRE INTERNATIONALE,COMMERCE
242880,E T E P ENTREPRISE DE TRAVAUX ET D'ETUDES DE PROJETS,INDUSTRIE,E T E P ENTREPRISE DE TRAVAUX ET D'ETUDES DE PROJETS,EXTRAC.ET RAFFINAGE DE PETROLE ET PROD.GAZ
242920,STE NEJIB BOUABDELLAH DE TRAVAUX PUBLICS,INDUSTRIE,STE NEJIB BOUABDELLAH DE TRAVAUX PUBLICS,BATIMENT ET TRAVAUX PUBLICS
242950,CARTHAGE FOOD,INDUSTRIE,CARTHAGE FOOD,AUTRES INDUSTRIES ALIMENTAIRES
242960,COMPTOIR MEDITERANNE PRODUITS PHARMACEUTIQUES ET PARA,INDUSTRIE,COMPTOIR MEDITERANNE PRODUITS PHARMACEUTIQUES ET PARA,AUTRES INDUSTRIES CHIMIQUES
244081,LES GRANDES CARRIERES DU SAHEL 44 RUE DE CORDOUE EL MANAR,INDUSTRIE,LES GRANDES CARRIERES DU SAHEL,EXTRACT.ET FACONNAGE DES PROD.CARRIERES
244081,LES GRANDES CARRIERES DU SAHEL RUE DE CORDUE EL MANAR,INDUSTRIE,LES GRANDES CARRIERES DU SAHEL,EXTRACT.ET FACONNAGE DES PROD.CARRIERES
244181,ENSCO OFFSHORE INTERNATIONAL COMPANY RUE DU LAC DE CONSTANCE LES BERGES DU LAC,INDUSTRIE,ENSCO OFFSHORE INTERNATIONAL COMPANY,EXTRAC.ET RAFFINAGE DE PETROLE ET PROD.GAZ
244261,SOCIETE LE ROI DU BETON IMM.LE PRINCE DU LAC N:1 LAC TURKANA LES BERG,INDUSTRIE,SOCIETE LE ROI DU BETON,BATIMENT ET TRAVAUX PUBLICS
244350,COOPER ENERGY BARGOU LTD 08 RUE SALAH EDDINE EL AYOUBI MUIELLE VILLE,INDUSTRIE,COOPER ENERGY BARGOU LTD,EXTRAC.ET RAFFINAGE DE PETROLE ET PROD.GAZ
244430,SOCIETE BEL MABROUK TRAVAUX ET INVESTISSEMENT ROUTE DE GABES KM 2 KEBILI,INDUSTRIE,SOCIETE BELMABROUK TRAVAUX,BATIMENT ET TRAVAUX PUBLICS
244500,"STE TRAVAUX PUB.AMENAGEMENT CONSTRUCTION ""SOTPAC"" 2 RUE AVICENNE RADES",INDUSTRIE,"STE TRAVAUX PUB.AMENAGEMENT CONSTRUCTION ""SOTPAC""",BATIMENT ET TRAVAUX PUBLICS
244570,LARSEN OIL & GAS FZCO RUE LAC WEDERMERE IMM EMERAUDE BERGES DU LAC,INDUSTRIE,LARSEN OIL & GAS FZCO,EXTRAC.ET RAFFINAGE DE PETROLE ET PROD.GAZ
244720,STE PRODUITS DE CARRIERES FAIEDH FAIEDH SIDI BOUZID,INDUSTRIE,STE PRODUITS DE CARRIERES FAIEDH FAIEDH,EXTRACT.ET FACONNAGE DES PROD.CARRIERES
244740,PIERRE BLANCHE RESIDENCE ILEF APP 14 RUE IBN AGHLEB-KHEZAMA,INDUSTRIE,PIERRE BLANCHE RESIDENCE ILEF,EXTRACT.ET FACONNAGE DES PROD.CARRIERES
244760,IDEAL BRIQUE ROUTE MAHDIA BENI HASSEN,INDUSTRIE,IDEAL BRIQUE,EXTRACT.ET FACONNAGE DES PROD.CARRIERES
244770,SOCIETE INDUSTRIE DES NOUVELLES BRIQUES ZONE EZZITOUNA EL KSOUR - LE KEF,INDUSTRIE,SOCIETE INDUSTRIE DES NOUVELLES BRIQUES,EXTRACT.ET FACONNAGE DES PROD.CARRIERES
245320,LE LIEGE AGGLOMERE MBH RUE N 2 LAARBI ZARROUK MEGRINE RIADH,INDUSTRIE,LE LIEGE AGGLOMERE MBH,AUTRES INDUSTRIES DIVERSES
245360,SOCIETE TUNISIENNE DE TRANSPORT DE PRODUITS MINIERS MOHAMED KHAMES IMM KRAOULI GAFSA SUD,INDUSTRIE,SOCIETE TUNISIENNE DE TRANSPORT DE PRODUITS MINIERS,ACTIVITES AUXILIERES AU TRANSPORT
245390,CHAKIRA CABLE RUE 18 JANVIER 1952 N 40 TUNIS,INDUSTRIE,CHAKIRA CABLE,AUTRES INDUSTRIES MECANIQUES + ELECTRIQUES
245420,SOCIETE DE FABRICATION MECANIQUES AUTOMATISMES F . M . A GP1 KM 12 POULINA BOUMHALL,INDUSTRIE,SOCIETE DE FABRICATION MECANIQUES AUTOMATISMES F . M . A,CONSERVERIES
245430,SOCIETE L'UNIVERS DES INDUSTRIES DU VERRE UNIVER USINE ZI JEBEL OUEST ZAGHOUAN,INDUSTRIE,SOCIETE L'UNIVERS DES INDUSTRIES DU VERRE,INDUSTRIES DU VERRE
245440,CETRAM MEDJEZ ZI MEDJEZ EL BAB,INDUSTRIE,CETRAM MEDJEZ,"SIDER.METALLUR.DES NON FERREUX,FONDERIE"
245470,SOCIETE PECAC S.A Z.I HAMMAM ZRIBA,INDUSTRIE,SOCIETE PECAC S.A,FABRI.DE PRODUIT EN MATIERE PLASTIQUE
245500,SOCIETE MEGA CHIMIE RUE ABI HANIFA KSIBET EL MEDIOUNI MONASTIR,INDUSTRIE,SOCIETE MEGA CHIMIE,AUTRES INDUSTRIES DIVERSES
245520,"SOCIETE AGRICOLE SIDI OTHMENE "" GROUPE POULINA "" KM 12 EZZAHRA BOUMHEL",INDUSTRIE,"SOCIETE AGRICOLE SIDI OTHMENE "" GROUPE POULINA """,CONSERVERIES
245530,TECHNO PANELS JARDINS DU LAC 2/6/5 BERGES DU LAC TUNIS,INDUSTRIE,TECHNO PANELS JARDINS,AUTRES INDUSTRIES DIVERSES
245570,SOCIETE ENVIPLAST SARL RESIDENCE ASMA APP N?5 BLOC C BOUMHEL,INDUSTRIE,SOCIETE ENVIPLAST,AUTRES INDUSTRIES DIVERSES
245570,SOCIETE ENVIPLAST SARL RESIDENCE ASMA APP N°5 BLOC C BOUMHEL,INDUSTRIE,SOCIETE ENVIPLAST,AUTRES INDUSTRIES DIVERSES
245590,TANNERIES MEGISSERIES DU MAGHREB T.M.M USINE BP 148 GROMBALIA,INDUSTRIE,TANNERIES MEGISSERIES DU MAGHREB T.M.M,INDUSTRIE DU CUIVRE ET DE LA CHAUSSURE
245600,"SOCIETE DE DEVELOPPEMENT MINIERS "" S.D.M "" RUE N? 53 ECHEM TUNIS",INDUSTRIE,"SOCIETE DE DEVELOPPEMENT MINIERS "" S.D.M """,MINES
245620,SOCIETE KARMEX ZONE INDUSTRIELLE GROMBALIA,INDUSTRIE,SOCIETE KARMEX,AUTRES INDUSTRIES DIVERSES
245640,N . P TUNISIA 003 ZI M'GHIRA LOTIAFI FOUCHANA,INDUSTRIE,N . P TUNISIA,FABRI.DE PRODUIT EN MATIERE PLASTIQUE
245650,SOCIETE INTER PLASTIC BEN AROUS ROUTE DE MORNAG KM 7,INDUSTRIE,SOCIETE INTER PLASTIC,FABRI.DE PRODUIT EN MATIERE PLASTIQUE
245660,"SOCIETE METALLURGIQUE DU CENTRE ""SMC"" AVENUE 23 JANVIER TEBOULBA",INDUSTRIE,SOCIETE METALLURGIQUE,"SIDER.METALLUR.DES NON FERREUX,FONDERIE"
245680,SOCIETE LA SOURCE TOUR D ETAGE 5 IMMEUBLE SPRIC (SAADI),INDUSTRIE,SOCIETE LA SOURCE,AUTRES INDUSTRIES ALIMENTAIRES
245840,UNI BETON BP 42 ZAGHOUAN,INDUSTRIE,UNI BETON,BATIMENT ET TRAVAUX PUBLICS
245850,SOCIETE UNION D'EMBALLAGE ROUTE DE KAIROUAN M'SAKEN,INDUSTRIE,SOCIETE UNION D'EMBALLAGE,FAB.DU PAPIER DE L'IMPRIMERIE ET EDITION
245890,"STE TUNISIENNE DES PRODUITS MINERAUX ""STPM"" 8 RUE DES FLEURS ARIANA SUPERIEURE",INDUSTRIE,"STE TUNISIENNE DES PRODUITS MINERAUX ""STPM""",MINES
247010,SOCIETE CHIMIQUE ALKIMIA RESIDENCE EL AMAL ETAGE 3 AV.ABOU KACEM CHEBBI ZRIG BP 45 GABES,INDUSTRIE,SOCIETE CHIMIQUE ALKIMIA,AUTRES INDUSTRIES CHIMIQUES
247050,SOCIETE SGAIRI MARBRE 17 RUE DE LA REPUBLIQUE THALA,INDUSTRIE,SOCIETE SGAIRI MARBRE,INDUSTRIE DE LA CERAMIQUE
249891,STE MARAM,INDUSTRIE,STE MARAM,COMMERCE
249921,STE INDUSTRIEL DES TRAVAUX ET SERVICES TTPS,INDUSTRIE,STE INDUSTRIEL DES TRAVAUX ET SERVICES TTPS,BATIMENT ET TRAVAUX PUBLICS
249931,SOCIETE D'AUTOMOBILE ET DE MATERIELS,INDUSTRIE,SOCIETE D'AUTOMOBILE ET DE MATERIELS,COMMERCE
249941,STE GREEN LABEL OIL,INDUSTRIE,STE GREEN LABEL OIL,FABRICATION D'HUILE ET DES CORPS GRAS
249971,OMV TUNISIEN PRODUCTION GMBH SUCCURSAL,INDUSTRIE,OMV TUNISIEN PRODUCTION GMBH SUCCURSAL,EXTRAC.ET RAFFINAGE DE PETROLE ET PROD.GAZ
249981,SOCIETE KSIBI SERVICE INTERNATIONAL,INDUSTRIE,SOCIETE KSIBI SERVICE INTERNATIONAL,COMMERCE
259000,ATLAS MINERALS 009 RUE ANTAN TUNIS,INDUSTRIE,ATLAS MINERALS,AUTRES INDUSTRIES DIVERSES
259020,S O N E M EL M'GHIRA ZONE INDUSTRIELLE EL M'GHIRA TUNS,INDUSTRIE,S O N E M EL M'GHIRA,CONSERVERIES
259020,S O N E M EL M'GHIRA IMM HEINKEN RUE DU LAC LES BERGES DU LAC,INDUSTRIE,S O N E M EL M'GHIRA,CONSERVERIES
259060,STE MALLOULI DE TRAVAUX DE MAINTENANCE ROUTE DE GABES,INDUSTRIE,STE MALLOULI DE TRAVAUX DE MAINTENANCE,AUTRES INDUSTRIES DIVERSES
259070,GROUPE KOEING ET BAUER K . B . A MAGHREB RUE DU LAC WINDEMERE TUNIS,INDUSTRIE,GROUPE KOEING ET BAUER K . B . A MAGHREB,AUTRES INDUSTRIES DIVERSES
259080,MANUFACTURE DES ARTICLES EN CAOUTCHOU 034 FARHAT HACHED,INDUSTRIE,MANUFACTURE DES ARTICLES EN CAOUTCHOU,FABRI.DE PRODUIT EN MATIERE PLASTIQUE
259100,INDUSTRIE GENERALE DE PEINTURE ROUTE DE MATEUR KM 30 CHAOUAT ARIANA,INDUSTRIE,INDUSTRIE GENERALE DE PEINTURE,AUTRES INDUSTRIES CHIMIQUES
259120,SOCIETE MAGNOLIA PEINTURE SOUSSE NOUBELLE MEDINA BEN AROUS,INDUSTRIE,SOCIETE MAGNOLIA PEINTURE,COMMERCE
259150,SOCIETE TUNISIE BROSSE CARTHAGO ZONE INDUSTRIELLE POUDRIERE I,INDUSTRIE,SOCIETE TUNISIE BROSSE CARTHAGO,AUTRES INDUSTRIES DIVERSES
259160,SOCIETE LE PROGRES CHIMIQUE RUE DE L'NDUSTRIE ZI RADES,INDUSTRIE,SOCIETE LE PROGRES CHIMIQUE,COMMERCE
259170,ENTREPRISE BEN MABROUK AHMED JENHOURA KEBILI,INDUSTRIE,ENTREPRISE BEN MABROUK AHMED JENHOURA,BATIMENT ET TRAVAUX PUBLICS
259180,SOCIETE SOTEE SA 068 JAWHAR LEK NEHROU MONTFLEURY,INDUSTRIE,SOCIETE SOTEE SA,BATIMENT ET TRAVAUX PUBLICS
259200,COFICAB MED 040 RUE 18 JANVIER 1952 TUNIS RP,INDUSTRIE,COFICAB,AUTRES INDUSTRIES MECANIQUES + ELECTRIQUES
259220,M . P . C PROKIM INDUSTRIE RUE DU MERCURE BP 250 ZI BEN AROUS,INDUSTRIE,M.P.C PROKIM INDUSTRIE,AUTRES INDUSTRIES DIVERSES
259260,ENTREPRISE TOUX TRAVAUX DE BATIMENTS ZI KSAR SAID RUE 13002,INDUSTRIE,ENTREPRISE TOUX TRAVAUX DE BATIMENTS,BATIMENT ET TRAVAUX PUBLICS
259270,SOCIETE CRYO PROD AZOTE LIQUIDE 7 RUE ABDELHAMID IBN BADIS,INDUSTRIE,SOCIETE CRYO PROD AZOTE LIQUIDE,COMMERCE
259280,TECHNO PLAST CHARGUIA I 038 8600 CHARGUIA I ZI,INDUSTRIE,TECHNO PLAST,FABRI.DE PRODUIT EN MATIERE PLASTIQUE
200851,SAHBI BEN FREDJ SLAMA S/S AGIL PORT DE PECHE SOUSSE PORT DE PECHE DE SOUSSE,PORTS,PORT DE PECHE DE SOUSSE,PECHE
200861,MRS HABIB ET SAMIR B OTHMAN BEN MANSOUR GERANT S/S AGIL PORT PECHE CHEBBA,PORTS,PORT DE PECHE CHEBBA,PECHE
201241,BEN ROMDHANE FATMA GERANT S/S AGIL PORT PECHE KERKENAH,PORTS,PORT DE PECHE KERKENAH,PECHE
201371,SOCIETE MUTUELLE DE SERVICE DE PECHE EL KHALIJ GABES GERANT PORT PECHE 90 RUE HEDI CHAKER GABES,PORTS,PORT DE PECHE GABES,PECHE
201541,MEMMI ABDELMAJID GERANT S/S AGIL PORT PLAISANCE EL KANTAOUI,PORTS,PORT DE PLAISANCE EL KANTAOUI,PECHE
202521,ALOUENE KHEMAIS BEN SALEM EL HOUIDA HZEG JBENIANA,PORTS,PORT DE PECHE JBENIANA,PECHE
202571,SOCIETE MUTUELLE BASE DES SERVICES DE PECHE ENNASR -GERANT P/PECHE- PORT DE PECHE DE TEBOULBA,PORTS,PORT DE PECHE TEBOULBA 1,PECHE
202581,HAJ JILANI BEN AHMED SALLEM LOUZA A,PORTS,PORT DE PECHE LOUZA,PECHE
203261,SOCIETE MUTUELLE DE SERVICE DE PECHE MARITIME - GOUVERNERAT MEDNINE - PORT DE PECHE EL KETF,PORTS,PORT DE PECHE EL KETF,PECHE
203321,MOHAMED BEN DHAOU TILIG GERANT S/S AGIL PORT PECHE BOUGRARA,PORTS,PORT DE PECHE BOUGRARA,PECHE
203451,SOCIETE MUTUELLE DE SERVICE DE PECHE MARITIME -GOUVERNERAT MEDNINE- PORT DE PECHE HOUMT SOUK,PORTS,PORT DE PECHE HOUMT SOUK,PECHE
203581,"MR MEHER BEN AHMED BEN AMOR MARNISSI""REVENDEUR CRIQUE"" RAS ENGELA HENCHIR EL GHIREN BIZERTE",PORTS,PORT DE PECHE  RAS ENGELA,PECHE
203691,SOCITE MUTUELLE DE BASE -SERVICES DE PECHE MAHDIA- PORT DE PECHE MAHDIA (BASSIN N`3),PORTS,PORT DE PECHE MAHDIA (SALAKTA),PECHE
205881,MOHSEN BEN DAOUD - GERANT PORT DE PECHE PORT DE PECHE SIDI DAOUD,PORTS,PORT DE PECHE SIDI DAOUD,PECHE
205971,MOHAMED BEN M'RAD PORT DE PLAISANCE MONASTIR,PORTS,PORT DE PLAISANCE MONASTIR,PECHE
206191,COSOUP NOUVEAU PORT DE PECHE SFAX,PORTS,NOUVEAU PORT DE PECHE SFAX,PECHE
206192,COSOUP NOUVEAU PORT DE PECHE SFAX,PORTS,NOUVEAU PORT DE PECHE SFAX,PECHE
206381,SOCIETE BIZERTE CAP 3000,PORTS,PORT DE PLAISANCE BIZERTE,PECHE
206711,BARKAOUI FETHI GERANT S/S AGIL PORT DE PECHE GOULETTE 28 AV HABIB BOURGUIBA MEGRINE,PORTS,PORT DE PECHE GOULETTE,PECHE
206871,SOCIETE MUTUELLE DE SERVICE DE PECHE EL KHALI GERANT PORT PECHE 90 RUE HEDI CHAKER GABES,PORTS,PORT DE PECHE GABES,PECHE
